Model,DPO4034
Firmware Version,2.1

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.04
Sample Interval,4e-06
Record Length,100000
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Label,
TIME,CH2
1.22460e-01,0.05
1.22464e-01,0.07
1.22468e-01,0.03
1.22472e-01,0.01
1.22476e-01,0.05
1.22480e-01,0.13
1.22484e-01,0.09
1.22488e-01,0.01
1.22492e-01,0.07
1.22496e-01,0.05
1.22500e-01,0.05
1.22504e-01,0.05
1.22508e-01,0.03
1.22512e-01,0.05
1.22516e-01,0.03
1.22520e-01,0.05
1.22524e-01,0.07
1.22528e-01,0.05
1.22532e-01,0.05
1.22536e-01,0.09
1.22540e-01,0.05
1.22544e-01,0.07
1.22548e-01,0.05
1.22552e-01,0.03
1.22556e-01,0.07
1.22560e-01,0.07
1.22564e-01,0.09
1.22568e-01,0.05
1.22572e-01,0.07
1.22576e-01,0.05
1.22580e-01,0.05
1.22584e-01,0.03
1.22588e-01,0.07
1.22592e-01,0.03
1.22596e-01,0.07
1.22600e-01,0.05
1.22604e-01,0.03
1.22608e-01,0.09
1.22612e-01,0.07
1.22616e-01,0.07
1.22620e-01,0.09
1.22624e-01,0.03
1.22628e-01,0.09
1.22632e-01,0.05
1.22636e-01,0.05
1.22640e-01,0.05
1.22644e-01,0.09
1.22648e-01,0.09
1.22652e-01,0.07
1.22656e-01,0.09
1.22660e-01,0.05
1.22664e-01,0.09
1.22668e-01,0.05
1.22672e-01,0.07
1.22676e-01,0.07
1.22680e-01,0.07
1.22684e-01,0.01
1.22688e-01,0.05
1.22692e-01,0.07
1.22696e-01,0.09
1.22700e-01,0.03
1.22704e-01,0.03
1.22708e-01,0.05
1.22712e-01,0.03
1.22716e-01,0.09
1.22720e-01,0.07
1.22724e-01,0.01
1.22728e-01,0.05
1.22732e-01,0.03
1.22736e-01,0.05
1.22740e-01,0.05
1.22744e-01,0.09
1.22748e-01,0.07
1.22752e-01,0.03
1.22756e-01,0.03
1.22760e-01,0.03
1.22764e-01,0.03
1.22768e-01,0.09
1.22772e-01,0.01
1.22776e-01,0.05
1.22780e-01,0.07
1.22784e-01,0.07
1.22788e-01,0.07
1.22792e-01,0.05
1.22796e-01,0.03
1.22800e-01,0.03
1.22804e-01,0.07
1.22808e-01,0.09
1.22812e-01,0.05
1.22816e-01,0.01
1.22820e-01,0.05
1.22824e-01,0.05
1.22828e-01,0.03
1.22832e-01,0.07
1.22836e-01,0.07
1.22840e-01,0.03
1.22844e-01,0.05
1.22848e-01,0.05
1.22852e-01,0.09
1.22856e-01,0.07
1.22860e-01,0.05
1.22864e-01,0.05
1.22868e-01,0.07
1.22872e-01,0.11
1.22876e-01,0.03
1.22880e-01,0.07
1.22884e-01,0.03
1.22888e-01,0.07
1.22892e-01,0.05
1.22896e-01,0.05
1.22900e-01,0.07
1.22904e-01,0.05
1.22908e-01,0.07
1.22912e-01,0.05
1.22916e-01,0.05
1.22920e-01,0.05
1.22924e-01,0.07
1.22928e-01,0.05
1.22932e-01,0.09
1.22936e-01,0.05
1.22940e-01,0.07
1.22944e-01,0.07
1.22948e-01,0.03
1.22952e-01,0.09
1.22956e-01,0.05
1.22960e-01,0.03
1.22964e-01,0.05
1.22968e-01,0.03
1.22972e-01,0.07
1.22976e-01,0.03
1.22980e-01,0.09
1.22984e-01,0.05
1.22988e-01,0.05
1.22992e-01,0.09
1.22996e-01,0.07
1.23000e-01,0.05
1.23004e-01,0.03
1.23008e-01,0.05
1.23012e-01,0.07
1.23016e-01,0.05
1.23020e-01,0.07
1.23024e-01,0.07
1.23028e-01,0.07
1.23032e-01,0.09
1.23036e-01,0.03
1.23040e-01,0.05
1.23044e-01,0.07
1.23048e-01,0.09
1.23052e-01,0.05
1.23056e-01,0.05
1.23060e-01,0.07
1.23064e-01,0.07
1.23068e-01,0.03
1.23072e-01,0.09
1.23076e-01,0.01
1.23080e-01,0.07
1.23084e-01,0.09
1.23088e-01,0.09
1.23092e-01,0.07
1.23096e-01,0.05
1.23100e-01,0.09
1.23104e-01,0.07
1.23108e-01,0.05
1.23112e-01,0.05
1.23116e-01,0.03
1.23120e-01,0.07
1.23124e-01,0.07
1.23128e-01,0.03
1.23132e-01,0.03
1.23136e-01,0.05
1.23140e-01,0.05
1.23144e-01,0.09
1.23148e-01,0.09
1.23152e-01,0.05
1.23156e-01,0.07
1.23160e-01,0.05
1.23164e-01,0.05
1.23168e-01,0.05
1.23172e-01,0.01
1.23176e-01,0.05
1.23180e-01,0.03
1.23184e-01,0.09
1.23188e-01,0.05
1.23192e-01,0.05
1.23196e-01,0.05
1.23200e-01,0.03
1.23204e-01,0.05
1.23208e-01,0.07
1.23212e-01,0.07
1.23216e-01,0.05
1.23220e-01,0.07
1.23224e-01,0.05
1.23228e-01,0.07
1.23232e-01,0.03
1.23236e-01,0.05
1.23240e-01,0.07
1.23244e-01,0.05
1.23248e-01,0.07
1.23252e-01,0.03
1.23256e-01,0.05
1.23260e-01,0.09
1.23264e-01,0.09
1.23268e-01,0.09
1.23272e-01,0.05
1.23276e-01,0.07
1.23280e-01,0.05
1.23284e-01,0.05
1.23288e-01,0.07
1.23292e-01,0.03
1.23296e-01,0.05
1.23300e-01,0.05
1.23304e-01,0.09
1.23308e-01,0.07
1.23312e-01,0.07
1.23316e-01,0.09
1.23320e-01,0.05
1.23324e-01,0.03
1.23328e-01,0.05
1.23332e-01,0.03
1.23336e-01,0.03
1.23340e-01,0.07
1.23344e-01,0.05
1.23348e-01,0.07
1.23352e-01,0.03
1.23356e-01,0.03
1.23360e-01,0.09
1.23364e-01,0.05
1.23368e-01,0.09
1.23372e-01,0.05
1.23376e-01,0.07
1.23380e-01,0.05
1.23384e-01,0.09
1.23388e-01,0.05
1.23392e-01,0.09
1.23396e-01,0.05
1.23400e-01,0.07
1.23404e-01,0.07
1.23408e-01,0.09
1.23412e-01,0.01
1.23416e-01,0.05
1.23420e-01,0.05
1.23424e-01,0.03
1.23428e-01,0.07
1.23432e-01,0.05
1.23436e-01,0.05
1.23440e-01,0.05
1.23444e-01,0.05
1.23448e-01,0.05
1.23452e-01,0.09
1.23456e-01,0.07
1.23460e-01,0.03
1.23464e-01,0.07
1.23468e-01,0.03
1.23472e-01,0.09
1.23476e-01,0.03
1.23480e-01,0.07
1.23484e-01,0.07
1.23488e-01,0.11
1.23492e-01,0.01
1.23496e-01,0.05
1.23500e-01,0.07
1.23504e-01,0.07
1.23508e-01,0.01
1.23512e-01,0.05
1.23516e-01,0.07
1.23520e-01,0.07
1.23524e-01,0.05
1.23528e-01,0.01
1.23532e-01,0.07
1.23536e-01,0.03
1.23540e-01,0.07
1.23544e-01,0.09
1.23548e-01,0.07
1.23552e-01,0.05
1.23556e-01,0.05
1.23560e-01,0.03
1.23564e-01,0.11
1.23568e-01,0.03
1.23572e-01,0.03
1.23576e-01,0.05
1.23580e-01,0.05
1.23584e-01,0.01
1.23588e-01,0.03
1.23592e-01,0.01
1.23596e-01,0.09
1.23600e-01,0.05
1.23604e-01,0.05
1.23608e-01,0.09
1.23612e-01,0.05
1.23616e-01,0.05
1.23620e-01,0.03
1.23624e-01,0.07
1.23628e-01,0.07
1.23632e-01,0.03
1.23636e-01,0.05
1.23640e-01,0.05
1.23644e-01,0.03
1.23648e-01,0.05
1.23652e-01,0.03
1.23656e-01,0.05
1.23660e-01,0.07
1.23664e-01,0.07
1.23668e-01,0.07
1.23672e-01,0.05
1.23676e-01,0.09
1.23680e-01,0.05
1.23684e-01,0.01
1.23688e-01,0.09
1.23692e-01,0.05
1.23696e-01,0.07
1.23700e-01,0.07
1.23704e-01,0.05
1.23708e-01,0.09
1.23712e-01,0.05
1.23716e-01,0.05
1.23720e-01,0.01
1.23724e-01,-0.01
1.23728e-01,0.05
1.23732e-01,0.03
1.23736e-01,0.09
1.23740e-01,0.05
1.23744e-01,0.05
1.23748e-01,0.03
1.23752e-01,0.03
1.23756e-01,0.07
1.23760e-01,0.05
1.23764e-01,0.05
1.23768e-01,0.05
1.23772e-01,0.03
1.23776e-01,0.07
1.23780e-01,0.07
1.23784e-01,0.05
1.23788e-01,0.03
1.23792e-01,0.07
1.23796e-01,0.05
1.23800e-01,0.11
1.23804e-01,0.07
1.23808e-01,0.01
1.23812e-01,0.03
1.23816e-01,0.09
1.23820e-01,0.05
1.23824e-01,0.09
1.23828e-01,0.05
1.23832e-01,0.09
1.23836e-01,0.01
1.23840e-01,0.03
1.23844e-01,0.09
1.23848e-01,0.07
1.23852e-01,0.05
1.23856e-01,0.03
1.23860e-01,0.09
1.23864e-01,0.07
1.23868e-01,0.07
1.23872e-01,0.03
1.23876e-01,0.03
1.23880e-01,0.05
1.23884e-01,0.09
1.23888e-01,0.05
1.23892e-01,0.07
1.23896e-01,0.03
1.23900e-01,0.05
1.23904e-01,0.09
1.23908e-01,0.05
1.23912e-01,0.03
1.23916e-01,0.09
1.23920e-01,0.05
1.23924e-01,0.03
1.23928e-01,0.07
1.23932e-01,0.09
1.23936e-01,0.07
1.23940e-01,0.05
1.23944e-01,0.05
1.23948e-01,0.05
1.23952e-01,0.03
1.23956e-01,0.09
1.23960e-01,0.07
1.23964e-01,0.07
1.23968e-01,0.05
1.23972e-01,0.05
1.23976e-01,0.07
1.23980e-01,0.09
1.23984e-01,0.07
1.23988e-01,0.07
1.23992e-01,0.07
1.23996e-01,0.05
1.24000e-01,0.05
1.24004e-01,0.05
1.24008e-01,0.05
1.24012e-01,0.07
1.24016e-01,0.03
1.24020e-01,0.03
1.24024e-01,0.03
1.24028e-01,0.05
1.24032e-01,0.03
1.24036e-01,0.07
1.24040e-01,0.09
1.24044e-01,0.05
1.24048e-01,0.03
1.24052e-01,0.05
1.24056e-01,0.03
1.24060e-01,0.07
1.24064e-01,0.07
1.24068e-01,0.05
1.24072e-01,0.05
1.24076e-01,0.05
1.24080e-01,0.03
1.24084e-01,0.05
1.24088e-01,0.07
1.24092e-01,0.05
1.24096e-01,0.07
1.24100e-01,-0.01
1.24104e-01,0.05
1.24108e-01,0.11
1.24112e-01,0.03
1.24116e-01,0.05
1.24120e-01,0.07
1.24124e-01,0.05
1.24128e-01,0.07
1.24132e-01,0.03
1.24136e-01,0.03
1.24140e-01,0.07
1.24144e-01,0.03
1.24148e-01,0.09
1.24152e-01,0.05
1.24156e-01,0.05
1.24160e-01,0.05
1.24164e-01,0.07
1.24168e-01,0.09
1.24172e-01,0.09
1.24176e-01,0.07
1.24180e-01,0.07
1.24184e-01,0.07
1.24188e-01,0.01
1.24192e-01,0.07
1.24196e-01,0.07
1.24200e-01,0.09
1.24204e-01,0.05
1.24208e-01,0.03
1.24212e-01,0.05
1.24216e-01,0.01
1.24220e-01,0.01
1.24224e-01,0.05
1.24228e-01,0.03
1.24232e-01,0.09
1.24236e-01,0.05
1.24240e-01,0.07
1.24244e-01,0.03
1.24248e-01,-0.01
1.24252e-01,0.09
1.24256e-01,-0.01
1.24260e-01,0.05
1.24264e-01,0.09
1.24268e-01,0.07
1.24272e-01,0.05
1.24276e-01,0.05
1.24280e-01,0.07
1.24284e-01,0.05
1.24288e-01,0.07
1.24292e-01,0.05
1.24296e-01,0.07
1.24300e-01,0.11
1.24304e-01,0.09
1.24308e-01,0.05
1.24312e-01,0.01
1.24316e-01,0.07
1.24320e-01,0.07
1.24324e-01,0.03
1.24328e-01,0.09
1.24332e-01,0.05
1.24336e-01,0.05
1.24340e-01,0.07
1.24344e-01,0.07
1.24348e-01,0.09
1.24352e-01,0.03
1.24356e-01,0.05
1.24360e-01,0.05
1.24364e-01,0.07
1.24368e-01,0.03
1.24372e-01,0.05
1.24376e-01,0.07
1.24380e-01,0.07
1.24384e-01,0.09
1.24388e-01,0.03
1.24392e-01,0.07
1.24396e-01,0.05
1.24400e-01,0.05
1.24404e-01,0.05
1.24408e-01,0.05
1.24412e-01,0.05
1.24416e-01,0.05
1.24420e-01,0.07
1.24424e-01,0.05
1.24428e-01,0.05
1.24432e-01,0.05
1.24436e-01,0.07
1.24440e-01,0.05
1.24444e-01,0.09
1.24448e-01,0.03
1.24452e-01,0.11
1.24456e-01,0.01
1.24460e-01,0.05
1.24464e-01,0.03
1.24468e-01,0.07
1.24472e-01,0.03
1.24476e-01,0.05
1.24480e-01,0.07
1.24484e-01,0.03
1.24488e-01,0.05
1.24492e-01,0.05
1.24496e-01,0.09
1.24500e-01,0.01
1.24504e-01,0.05
1.24508e-01,0.05
1.24512e-01,0.03
1.24516e-01,0.05
1.24520e-01,0.09
1.24524e-01,0.05
1.24528e-01,0.05
1.24532e-01,0.09
1.24536e-01,0.07
1.24540e-01,0.07
1.24544e-01,0.03
1.24548e-01,0.07
1.24552e-01,0.05
1.24556e-01,0.03
1.24560e-01,0.07
1.24564e-01,0.07
1.24568e-01,0.07
1.24572e-01,0.05
1.24576e-01,0.07
1.24580e-01,0.09
1.24584e-01,0.03
1.24588e-01,0.09
1.24592e-01,0.07
1.24596e-01,0.03
1.24600e-01,0.07
1.24604e-01,0.07
1.24608e-01,0.05
1.24612e-01,0.07
1.24616e-01,0.05
1.24620e-01,0.03
1.24624e-01,0.05
1.24628e-01,0.05
1.24632e-01,0.07
1.24636e-01,0.07
1.24640e-01,0.09
1.24644e-01,0.03
1.24648e-01,0.05
1.24652e-01,0.05
1.24656e-01,0.05
1.24660e-01,0.05
1.24664e-01,0.05
1.24668e-01,0.03
1.24672e-01,0.07
1.24676e-01,0.11
1.24680e-01,0.09
1.24684e-01,0.05
1.24688e-01,0.05
1.24692e-01,0.05
1.24696e-01,0.01
1.24700e-01,0.05
1.24704e-01,0.07
1.24708e-01,0.03
1.24712e-01,0.09
1.24716e-01,0.05
1.24720e-01,0.07
1.24724e-01,0.07
1.24728e-01,0.07
1.24732e-01,0.05
1.24736e-01,0.09
1.24740e-01,0.03
1.24744e-01,0.07
1.24748e-01,0.07
1.24752e-01,0.07
1.24756e-01,0.07
1.24760e-01,0.05
1.24764e-01,0.03
1.24768e-01,0.09
1.24772e-01,0.09
1.24776e-01,0.05
1.24780e-01,0.03
1.24784e-01,0.03
1.24788e-01,0.07
1.24792e-01,0.05
1.24796e-01,0.09
1.24800e-01,0.05
1.24804e-01,0.07
1.24808e-01,0.05
1.24812e-01,0.05
1.24816e-01,0.05
1.24820e-01,0.07
1.24824e-01,0.07
1.24828e-01,0.05
1.24832e-01,0.03
1.24836e-01,0.03
1.24840e-01,0.03
1.24844e-01,0.09
1.24848e-01,0.03
1.24852e-01,0.07
1.24856e-01,0.07
1.24860e-01,0.01
1.24864e-01,0.03
1.24868e-01,0.05
1.24872e-01,0.07
1.24876e-01,0.07
1.24880e-01,0.07
1.24884e-01,0.07
1.24888e-01,0.05
1.24892e-01,0.07
1.24896e-01,0.05
1.24900e-01,0.07
1.24904e-01,0.03
1.24908e-01,0.05
1.24912e-01,0.05
1.24916e-01,0.09
1.24920e-01,0.07
1.24924e-01,0.07
1.24928e-01,0.05
1.24932e-01,0.09
1.24936e-01,0.05
1.24940e-01,0.11
1.24944e-01,0.09
1.24948e-01,0.07
1.24952e-01,0.03
1.24956e-01,0.07
1.24960e-01,0.03
1.24964e-01,0.07
1.24968e-01,0.03
1.24972e-01,0.05
1.24976e-01,0.03
1.24980e-01,0.05
1.24984e-01,0.07
1.24988e-01,0.05
1.24992e-01,0.03
1.24996e-01,0.07
1.25000e-01,0.09
1.25004e-01,0.11
1.25008e-01,0.09
1.25012e-01,0.05
1.25016e-01,0.03
1.25020e-01,0.07
1.25024e-01,0.05
1.25028e-01,0.07
1.25032e-01,0.05
1.25036e-01,0.07
1.25040e-01,0.05
1.25044e-01,0.07
1.25048e-01,0.05
1.25052e-01,0.07
1.25056e-01,0.03
1.25060e-01,0.05
1.25064e-01,0.07
1.25068e-01,0.09
1.25072e-01,0.07
1.25076e-01,0.05
1.25080e-01,0.03
1.25084e-01,0.07
1.25088e-01,0.05
1.25092e-01,0.07
1.25096e-01,0.07
1.25100e-01,0.07
1.25104e-01,0.05
1.25108e-01,0.03
1.25112e-01,0.07
1.25116e-01,0.07
1.25120e-01,0.07
1.25124e-01,0.09
1.25128e-01,0.03
1.25132e-01,0.09
1.25136e-01,0.03
1.25140e-01,0.09
1.25144e-01,0.07
1.25148e-01,0.05
1.25152e-01,0.05
1.25156e-01,0.07
1.25160e-01,0.05
1.25164e-01,0.05
1.25168e-01,0.05
1.25172e-01,0.03
1.25176e-01,0.07
1.25180e-01,0.01
1.25184e-01,0.09
1.25188e-01,0.11
1.25192e-01,0.05
1.25196e-01,0.07
1.25200e-01,0.05
1.25204e-01,0.07
1.25208e-01,0.09
1.25212e-01,0.05
1.25216e-01,0.09
1.25220e-01,0.05
1.25224e-01,0.07
1.25228e-01,0.05
1.25232e-01,0.07
1.25236e-01,0.03
1.25240e-01,0.01
1.25244e-01,0.09
1.25248e-01,0.05
1.25252e-01,0.07
1.25256e-01,0.09
1.25260e-01,0.03
1.25264e-01,0.05
1.25268e-01,0.03
1.25272e-01,0.09
1.25276e-01,0.05
1.25280e-01,0.07
1.25284e-01,0.01
1.25288e-01,0.07
1.25292e-01,0.09
1.25296e-01,0.03
1.25300e-01,0.07
1.25304e-01,0.07
1.25308e-01,0.05
1.25312e-01,0.05
1.25316e-01,0.03
1.25320e-01,0.09
1.25324e-01,0.09
1.25328e-01,0.07
1.25332e-01,0.05
1.25336e-01,0.05
1.25340e-01,0.09
1.25344e-01,0.07
1.25348e-01,0.03
1.25352e-01,0.05
1.25356e-01,0.05
1.25360e-01,0.05
1.25364e-01,0.09
1.25368e-01,0.05
1.25372e-01,0.09
1.25376e-01,0.03
1.25380e-01,0.09
1.25384e-01,0.05
1.25388e-01,0.09
1.25392e-01,0.05
1.25396e-01,0.09
1.25400e-01,0.07
1.25404e-01,0.05
1.25408e-01,0.07
1.25412e-01,0.07
1.25416e-01,0.09
1.25420e-01,0.07
1.25424e-01,0.05
1.25428e-01,0.05
1.25432e-01,0.05
1.25436e-01,0.05
1.25440e-01,0.07
1.25444e-01,0.07
1.25448e-01,0.07
1.25452e-01,0.05
1.25456e-01,0.09
1.25460e-01,0.05
1.25464e-01,0.03
1.25468e-01,0.03
1.25472e-01,0.07
1.25476e-01,0.07
1.25480e-01,0.03
1.25484e-01,0.03
1.25488e-01,0.05
1.25492e-01,0.07
1.25496e-01,0.05
1.25500e-01,0.09
1.25504e-01,0.07
1.25508e-01,0.05
1.25512e-01,0.07
1.25516e-01,0.05
1.25520e-01,0.05
1.25524e-01,0.01
1.25528e-01,0.09
1.25532e-01,0.09
1.25536e-01,0.07
1.25540e-01,0.05
1.25544e-01,0.09
1.25548e-01,0.03
1.25552e-01,0.07
1.25556e-01,0.03
1.25560e-01,0.01
1.25564e-01,0.05
1.25568e-01,0.09
1.25572e-01,0.05
1.25576e-01,0.05
1.25580e-01,0.05
1.25584e-01,0.03
1.25588e-01,0.03
1.25592e-01,0.05
1.25596e-01,0.05
1.25600e-01,0.07
1.25604e-01,0.03
1.25608e-01,0.03
1.25612e-01,0.07
1.25616e-01,0.05
1.25620e-01,0.09
1.25624e-01,0.07
1.25628e-01,0.09
1.25632e-01,0.05
1.25636e-01,0.05
1.25640e-01,0.07
1.25644e-01,0.03
1.25648e-01,0.09
1.25652e-01,0.09
1.25656e-01,0.05
1.25660e-01,0.05
1.25664e-01,0.07
1.25668e-01,0.05
1.25672e-01,0.03
1.25676e-01,0.07
1.25680e-01,0.05
1.25684e-01,0.05
1.25688e-01,0.09
1.25692e-01,0.07
1.25696e-01,0.07
1.25700e-01,0.09
1.25704e-01,0.09
1.25708e-01,0.07
1.25712e-01,0.03
1.25716e-01,0.03
1.25720e-01,0.05
1.25724e-01,0.03
1.25728e-01,0.07
1.25732e-01,0.03
1.25736e-01,0.03
1.25740e-01,0.03
1.25744e-01,0.05
1.25748e-01,0.09
1.25752e-01,0.05
1.25756e-01,0.05
1.25760e-01,0.09
1.25764e-01,0.05
1.25768e-01,0.05
1.25772e-01,0.03
1.25776e-01,0.01
1.25780e-01,0.07
1.25784e-01,0.09
1.25788e-01,0.05
1.25792e-01,0.05
1.25796e-01,0.05
1.25800e-01,0.07
1.25804e-01,0.09
1.25808e-01,0.05
1.25812e-01,0.03
1.25816e-01,0.07
1.25820e-01,0.09
1.25824e-01,0.05
1.25828e-01,0.01
1.25832e-01,0.03
1.25836e-01,0.05
1.25840e-01,0.09
1.25844e-01,0.03
1.25848e-01,0.03
1.25852e-01,0.07
1.25856e-01,0.03
1.25860e-01,0.07
1.25864e-01,0.03
1.25868e-01,0.07
1.25872e-01,0.05
1.25876e-01,0.07
1.25880e-01,0.05
1.25884e-01,0.07
1.25888e-01,0.05
1.25892e-01,0.03
1.25896e-01,0.07
1.25900e-01,0.07
1.25904e-01,0.05
1.25908e-01,0.03
1.25912e-01,0.05
1.25916e-01,0.03
1.25920e-01,0.07
1.25924e-01,0.09
1.25928e-01,0.07
1.25932e-01,0.03
1.25936e-01,0.07
1.25940e-01,0.03
1.25944e-01,0.07
1.25948e-01,0.07
1.25952e-01,0.05
1.25956e-01,0.07
1.25960e-01,0.05
1.25964e-01,0.03
1.25968e-01,0.09
1.25972e-01,0.07
1.25976e-01,0.05
1.25980e-01,0.07
1.25984e-01,0.03
1.25988e-01,0.09
1.25992e-01,0.03
1.25996e-01,0.05
1.26000e-01,0.03
1.26004e-01,0.09
1.26008e-01,0.03
1.26012e-01,0.07
1.26016e-01,0.05
1.26020e-01,0.07
1.26024e-01,0.07
1.26028e-01,0.07
1.26032e-01,0.05
1.26036e-01,0.11
1.26040e-01,0.05
1.26044e-01,0.03
1.26048e-01,0.09
1.26052e-01,0.03
1.26056e-01,0.05
1.26060e-01,0.03
1.26064e-01,0.09
1.26068e-01,0.09
1.26072e-01,0.09
1.26076e-01,0.03
1.26080e-01,0.07
1.26084e-01,0.09
1.26088e-01,0.07
1.26092e-01,0.05
1.26096e-01,0.07
1.26100e-01,0.09
1.26104e-01,0.05
1.26108e-01,0.09
1.26112e-01,0.05
1.26116e-01,0.09
1.26120e-01,0.07
1.26124e-01,0.09
1.26128e-01,0.05
1.26132e-01,0.07
1.26136e-01,0.03
1.26140e-01,0.05
1.26144e-01,0.07
1.26148e-01,0.03
1.26152e-01,0.05
1.26156e-01,0.05
1.26160e-01,0.03
1.26164e-01,0.05
1.26168e-01,0.09
1.26172e-01,0.05
1.26176e-01,0.09
1.26180e-01,0.03
1.26184e-01,0.03
1.26188e-01,0.09
1.26192e-01,0.07
1.26196e-01,0.05
1.26200e-01,0.03
1.26204e-01,0.03
1.26208e-01,0.05
1.26212e-01,0.05
1.26216e-01,0.07
1.26220e-01,0.01
1.26224e-01,0.05
1.26228e-01,0.05
1.26232e-01,0.05
1.26236e-01,0.07
1.26240e-01,0.07
1.26244e-01,0.05
1.26248e-01,0.07
1.26252e-01,0.07
1.26256e-01,0.07
1.26260e-01,0.07
1.26264e-01,0.09
1.26268e-01,0.09
1.26272e-01,0.05
1.26276e-01,0.07
1.26280e-01,0.09
1.26284e-01,0.05
1.26288e-01,0.07
1.26292e-01,0.01
1.26296e-01,0.07
1.26300e-01,0.09
1.26304e-01,0.05
1.26308e-01,0.09
1.26312e-01,0.03
1.26316e-01,0.03
1.26320e-01,0.07
1.26324e-01,0.07
1.26328e-01,0.07
1.26332e-01,0.11
1.26336e-01,0.07
1.26340e-01,0.07
1.26344e-01,0.05
1.26348e-01,0.05
1.26352e-01,0.09
1.26356e-01,0.07
1.26360e-01,0.05
1.26364e-01,0.05
1.26368e-01,0.09
1.26372e-01,0.07
1.26376e-01,0.09
1.26380e-01,0.09
1.26384e-01,0.03
1.26388e-01,0.05
1.26392e-01,0.03
1.26396e-01,0.07
1.26400e-01,0.09
1.26404e-01,0.01
1.26408e-01,0.07
1.26412e-01,0.03
1.26416e-01,0.03
1.26420e-01,0.03
1.26424e-01,0.07
1.26428e-01,0.05
1.26432e-01,0.05
1.26436e-01,0.07
1.26440e-01,0.05
1.26444e-01,0.09
1.26448e-01,0.01
1.26452e-01,0.03
1.26456e-01,0.07
1.26460e-01,0.03
1.26464e-01,0.05
1.26468e-01,0.07
1.26472e-01,0.03
1.26476e-01,0.05
1.26480e-01,0.05
1.26484e-01,0.03
1.26488e-01,0.09
1.26492e-01,0.09
1.26496e-01,0.07
1.26500e-01,0.03
1.26504e-01,0.03
1.26508e-01,0.09
1.26512e-01,0.05
1.26516e-01,0.09
1.26520e-01,0.03
1.26524e-01,0.07
1.26528e-01,0.07
1.26532e-01,0.09
1.26536e-01,0.03
1.26540e-01,0.09
1.26544e-01,0.03
1.26548e-01,0.03
1.26552e-01,0.05
1.26556e-01,0.09
1.26560e-01,0.05
1.26564e-01,0.03
1.26568e-01,0.05
1.26572e-01,0.07
1.26576e-01,0.05
1.26580e-01,0.07
1.26584e-01,0.09
1.26588e-01,0.09
1.26592e-01,0.07
1.26596e-01,0.05
1.26600e-01,0.05
1.26604e-01,0.05
1.26608e-01,0.03
1.26612e-01,0.03
1.26616e-01,0.03
1.26620e-01,0.05
1.26624e-01,0.07
1.26628e-01,0.03
1.26632e-01,0.05
1.26636e-01,0.03
1.26640e-01,0.05
1.26644e-01,0.07
1.26648e-01,0.07
1.26652e-01,0.05
1.26656e-01,0.07
1.26660e-01,0.01
1.26664e-01,0.05
1.26668e-01,0.09
1.26672e-01,0.05
1.26676e-01,0.07
1.26680e-01,0.09
1.26684e-01,0.07
1.26688e-01,0.03
1.26692e-01,0.03
1.26696e-01,0.05
1.26700e-01,0.05
1.26704e-01,0.07
1.26708e-01,0.05
1.26712e-01,0.05
1.26716e-01,0.05
1.26720e-01,0.03
1.26724e-01,0.05
1.26728e-01,0.05
1.26732e-01,0.09
1.26736e-01,0.09
1.26740e-01,0.07
1.26744e-01,0.03
1.26748e-01,0.05
1.26752e-01,0.05
1.26756e-01,0.09
1.26760e-01,-0.01
1.26764e-01,0.03
1.26768e-01,0.07
1.26772e-01,0.05
1.26776e-01,0.07
1.26780e-01,0.05
1.26784e-01,0.03
1.26788e-01,0.09
1.26792e-01,0.05
1.26796e-01,0.05
1.26800e-01,0.03
1.26804e-01,0.03
1.26808e-01,0.07
1.26812e-01,0.09
1.26816e-01,0.05
1.26820e-01,0.07
1.26824e-01,0.05
1.26828e-01,0.07
1.26832e-01,0.09
1.26836e-01,0.05
1.26840e-01,0.05
1.26844e-01,0.01
1.26848e-01,0.05
1.26852e-01,0.09
1.26856e-01,0.03
1.26860e-01,0.07
1.26864e-01,0.07
1.26868e-01,0.09
1.26872e-01,0.07
1.26876e-01,0.01
1.26880e-01,0.05
1.26884e-01,0.09
1.26888e-01,0.07
1.26892e-01,0.07
1.26896e-01,0.07
1.26900e-01,0.05
1.26904e-01,0.07
1.26908e-01,0.07
1.26912e-01,0.03
1.26916e-01,0.07
1.26920e-01,0.03
1.26924e-01,0.05
1.26928e-01,0.07
1.26932e-01,0.05
1.26936e-01,0.05
1.26940e-01,0.09
1.26944e-01,0.07
1.26948e-01,0.07
1.26952e-01,0.07
1.26956e-01,0.07
1.26960e-01,0.09
1.26964e-01,0.07
1.26968e-01,0.03
1.26972e-01,0.11
1.26976e-01,0.07
1.26980e-01,0.03
1.26984e-01,0.03
1.26988e-01,0.05
1.26992e-01,0.05
1.26996e-01,0.03
1.27000e-01,0.07
1.27004e-01,0.05
1.27008e-01,0.05
1.27012e-01,0.09
1.27016e-01,0.07
1.27020e-01,0.05
1.27024e-01,0.05
1.27028e-01,0.07
1.27032e-01,0.05
1.27036e-01,0.03
1.27040e-01,0.09
1.27044e-01,0.05
1.27048e-01,0.09
1.27052e-01,0.03
1.27056e-01,0.05
1.27060e-01,0.05
1.27064e-01,0.05
1.27068e-01,0.05
1.27072e-01,0.05
1.27076e-01,0.03
